,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
9361,-122.12,36.76,10.0,16544.0,1010.0,1156.0,797.0,12.6417,165100.0,INLAND
9362,-117.16,33.22,26.0,3833.0,367.0,3278.0,535.0,1.9766,271100.0,<1H OCEAN
9363,-122.13,34.15,41.0,1745.0,571.0,2801.0,432.0,4.7639,500001.0,NEAR BAY
9364,-120.0,36.37,41.0,2873.0,383.0,1077.0,333.0,3.0909,325400.0,INLAND
9365,-119.81,34.03,15.0,7105.0,346.0,1705.0,927.0,2.4717,265100.0,NEAR OCEAN
9366,-120.14,33.77,47.0,1999.0,377.0,2004.0,312.0,1.1434,162500.0,<1H OCEAN
9367,-122.43,32.76,47.0,1224.0,1067.0,1236.0,774.0,2.2339,243400.0,<1H OCEAN
9368,-118.42,36.84,23.0,1841.0,391.0,6068.0,319.0,5.2269,463800.0,<1H OCEAN
9369,-122.45,34.69,12.0,2288.0,702.0,1094.0,474.0,4.1458,82300.0,<1H OCEAN
9370,-118.04,37.34,44.0,3956.0,378.0,682.0,418.0,5.0524,172500.0,NEAR OCEAN
9371,-117.91,34.54,19.0,1469.0,446.0,4985.0,211.0,5.0159,258900.0,NEAR OCEAN
9372,-118.39,35.23,31.0,4210.0,270.0,1785.0,77.0,1.125,165600.0,INLAND
9373,-118.21,34.07,49.0,1613.0,238.0,3940.0,769.0,2.0064,73500.0,NEAR OCEAN
9374,-120.43,33.92,45.0,6235.0,257.0,1540.0,345.0,4.1033,96900.0,NEAR BAY
9375,-116.47,34.0,18.0,2515.0,953.0,612.0,422.0,6.67,400000.0,NEAR BAY
9376,-118.43,34.09,37.0,5460.0,1542.0,1042.0,323.0,2.9167,95700.0,INLAND
9377,-117.04,39.71,25.0,2031.0,85.0,569.0,492.0,7.3004,162500.0,INLAND
9378,-118.32,37.58,17.0,2169.0,573.0,2055.0,1199.0,4.0208,172000.0,<1H OCEAN
9379,-117.21,37.95,52.0,2307.0,214.0,1165.0,515.0,6.1437,112500.0,<1H OCEAN
9380,-119.19,37.39,18.0,928.0,438.0,1393.0,248.0,4.0425,410200.0,<1H OCEAN
9381,-120.69,33.79,31.0,2277.0,410.0,608.0,359.0,0.799,329600.0,<1H OCEAN
9382,-118.44,37.7,15.0,1176.0,269.0,627.0,662.0,4.4312,125000.0,<1H OCEAN
9383,-118.43,34.04,19.0,1782.0,608.0,2115.0,398.0,3.8681,95800.0,INLAND
9384,-121.01,38.73,35.0,4317.0,414.0,556.0,538.0,5.9181,162100.0,<1H OCEAN
9385,-118.26,37.88,38.0,992.0,1755.0,622.0,706.0,3.1932,190900.0,<1H OCEAN
9386,-118.03,34.03,20.0,2800.0,178.0,840.0,142.0,8.9571,105100.0,NEAR OCEAN
9387,-119.08,34.14,25.0,347.0,427.0,1368.0,394.0,1.625,500001.0,INLAND
9388,-121.06,41.32,25.0,1981.0,1139.0,1330.0,271.0,1.858,135200.0,NEAR OCEAN
9389,-117.68,34.1,41.0,2052.0,478.0,976.0,497.0,2.75,400000.0,INLAND
9390,-118.37,38.69,33.0,1978.0,314.0,719.0,3701.0,3.8839,214000.0,INLAND
9391,-118.11,37.83,52.0,2506.0,556.0,801.0,131.0,5.0499,171800.0,<1H OCEAN
9392,-118.22,37.33,7.0,2018.0,593.0,362.0,367.0,7.3693,173100.0,NEAR OCEAN
9393,-120.65,38.37,24.0,1259.0,894.0,3403.0,1262.0,4.7222,191000.0,INLAND
9394,-120.98,33.87,37.0,4942.0,553.0,206.0,1227.0,7.4046,276100.0,NEAR OCEAN
9395,-117.86,37.35,52.0,4787.0,250.0,2314.0,277.0,4.4766,107900.0,<1H OCEAN
9396,-117.3,34.17,36.0,2584.0,275.0,1794.0,67.0,3.9773,155200.0,<1H OCEAN
9397,-122.47,33.03,22.0,2538.0,835.0,984.0,197.0,2.5909,500001.0,<1H OCEAN
9398,-117.08,34.05,52.0,1903.0,592.0,2945.0,559.0,3.8505,203300.0,<1H OCEAN
9399,-122.42,37.28,30.0,1489.0,242.0,1069.0,195.0,2.25,326100.0,<1H OCEAN
9400,-122.19,34.27,17.0,2300.0,479.0,1536.0,685.0,2.1759,225000.0,INLAND
9401,-118.37,33.86,13.0,561.0,264.0,490.0,159.0,3.5893,341800.0,INLAND
9402,-124.09,34.25,34.0,1697.0,694.0,2548.0,576.0,5.0186,140600.0,INLAND
9403,-122.86,33.66,42.0,2741.0,210.0,1169.0,375.0,2.8214,500001.0,NEAR OCEAN
9404,-117.89,38.57,31.0,3067.0,1437.0,461.0,44.0,5.7117,121300.0,<1H OCEAN
9405,-122.43,33.01,49.0,1434.0,248.0,408.0,415.0,4.1875,135000.0,NEAR BAY
9406,-118.03,36.75,2.0,16.0,278.0,716.0,633.0,4.7877,151600.0,<1H OCEAN
9407,-121.85,33.87,17.0,2067.0,448.0,1037.0,532.0,3.1025,96500.0,INLAND
9408,-118.31,34.06,23.0,1552.0,894.0,2060.0,658.0,4.875,88200.0,<1H OCEAN
9409,-121.84,36.83,26.0,1590.0,330.0,1723.0,618.0,2.505,202800.0,INLAND
9410,-117.65,34.11,22.0,1812.0,258.0,727.0,1193.0,3.0638,143000.0,<1H OCEAN
9411,-122.7,34.01,35.0,3578.0,628.0,1077.0,1224.0,6.0718,445900.0,<1H OCEAN
9412,-122.26,34.43,36.0,3903.0,428.0,462.0,370.0,4.1719,162500.0,INLAND
9413,-119.79,36.71,11.0,2246.0,828.0,720.0,1506.0,1.9444,185300.0,NEAR BAY
9414,-117.92,34.44,52.0,1777.0,130.0,1628.0,1262.0,2.8841,111700.0,<1H OCEAN
9415,-117.14,33.98,39.0,1710.0,444.0,1311.0,713.0,6.7578,191700.0,NEAR OCEAN
9416,-119.81,32.69,27.0,2319.0,318.0,470.0,398.0,3.5978,417100.0,NEAR OCEAN
9417,-118.54,37.8,33.0,1561.0,356.0,1232.0,423.0,6.3824,327500.0,<1H OCEAN
9418,-117.89,38.59,27.0,1187.0,785.0,1549.0,23.0,3.3281,234600.0,INLAND
9419,-122.5,33.81,9.0,1263.0,251.0,1917.0,284.0,4.6028,182100.0,INLAND
9420,-117.23,37.76,34.0,3010.0,363.0,487.0,661.0,1.6563,144300.0,<1H OCEAN
9421,-118.01,33.99,23.0,2532.0,1717.0,1966.0,801.0,3.0114,238700.0,<1H OCEAN
9422,-118.1,34.01,22.0,2574.0,210.0,917.0,619.0,3.3229,132000.0,INLAND
9423,-117.03,34.12,29.0,1217.0,625.0,976.0,478.0,2.8167,100000.0,<1H OCEAN
9424,-117.83,33.8,14.0,2831.0,472.0,601.0,121.0,4.25,300000.0,<1H OCEAN
9425,-118.12,36.66,16.0,3082.0,552.0,486.0,304.0,6.1256,322900.0,<1H OCEAN
9426,-117.53,34.05,29.0,2357.0,326.0,826.0,872.0,4.506,500001.0,NEAR BAY
9427,-121.52,33.82,19.0,1340.0,237.0,2822.0,1225.0,9.1834,103800.0,INLAND
9428,-122.02,38.04,13.0,2628.0,437.0,826.0,456.0,5.293,170800.0,<1H OCEAN
9429,-118.38,32.85,35.0,1384.0,408.0,1183.0,673.0,4.0714,160000.0,<1H OCEAN
9430,-118.82,32.62,21.0,4415.0,585.0,1633.0,176.0,2.875,319400.0,INLAND
9431,-117.07,40.4,6.0,1717.0,652.0,1279.0,247.0,3.0486,100000.0,<1H OCEAN
9432,-117.08,34.03,33.0,12713.0,920.0,1068.0,779.0,5.373,500001.0,<1H OCEAN
9433,-122.49,37.43,35.0,3079.0,607.0,1382.0,525.0,3.1603,168000.0,NEAR OCEAN
9434,-122.28,34.09,30.0,4549.0,1154.0,745.0,272.0,3.875,145000.0,<1H OCEAN
9435,-117.91,37.64,52.0,2751.0,252.0,1129.0,71.0,2.6051,81700.0,INLAND
9436,-117.04,33.88,21.0,24.0,419.0,1355.0,392.0,2.3026,36700.0,INLAND
9437,-121.25,34.01,23.0,303.0,431.0,932.0,504.0,2.4864,195000.0,<1H OCEAN
9438,-121.02,33.93,52.0,3891.0,291.0,1234.0,459.0,5.0092,500001.0,<1H OCEAN
9439,-121.93,33.89,19.0,2871.0,1106.0,688.0,964.0,5.3135,150800.0,NEAR OCEAN
9440,-117.87,33.92,39.0,1433.0,228.0,1077.0,297.0,8.634,159800.0,<1H OCEAN
9441,-117.8,38.93,28.0,2435.0,722.0,1715.0,451.0,6.5843,106400.0,<1H OCEAN
9442,-121.39,38.63,21.0,5963.0,272.0,924.0,983.0,3.4559,99500.0,<1H OCEAN
9443,-118.06,34.05,16.0,1199.0,174.0,417.0,672.0,2.978,333300.0,<1H OCEAN
9444,-122.44,34.12,33.0,2391.0,361.0,1184.0,194.0,3.2404,107600.0,NEAR BAY
9445,-117.47,33.97,18.0,3914.0,375.0,890.0,340.0,7.5,158100.0,NEAR BAY
9446,-118.34,33.87,35.0,7320.0,319.0,1519.0,296.0,2.9,71300.0,INLAND
9447,-118.47,39.48,37.0,2199.0,394.0,1551.0,429.0,2.6375,251900.0,<1H OCEAN
9448,-122.09,39.53,19.0,1481.0,449.0,746.0,359.0,3.7585,95400.0,<1H OCEAN
9449,-122.08,37.86,35.0,3108.0,366.0,4674.0,268.0,2.0754,158800.0,INLAND
9450,-118.31,33.88,52.0,2692.0,582.0,1425.0,531.0,4.6563,150900.0,<1H OCEAN
9451,-117.82,33.38,36.0,1712.0,576.0,2672.0,537.0,2.9044,225600.0,INLAND
9452,-121.86,32.86,17.0,5290.0,257.0,1752.0,340.0,1.65,163800.0,<1H OCEAN
9453,-121.78,33.97,16.0,1678.0,410.0,4769.0,228.0,4.8894,139500.0,<1H OCEAN
9454,-114.98,37.81,5.0,2037.0,1081.0,1250.0,534.0,0.7403,57900.0,<1H OCEAN
9455,-122.05,32.85,27.0,1379.0,930.0,3031.0,775.0,2.0417,189900.0,<1H OCEAN
9456,-122.12,34.59,28.0,1545.0,398.0,206.0,317.0,4.5321,118800.0,<1H OCEAN
9457,-117.93,32.79,21.0,2077.0,1321.0,1291.0,734.0,3.9861,203700.0,INLAND
9458,-119.71,34.15,14.0,3569.0,632.0,3071.0,601.0,2.375,195700.0,NEAR OCEAN
9459,-122.29,35.32,48.0,475.0,274.0,2051.0,398.0,1.9667,332600.0,NEAR OCEAN
9460,-117.93,33.93,9.0,610.0,184.0,1111.0,954.0,5.7979,274100.0,NEAR BAY
9461,-117.9,33.91,34.0,1542.0,479.0,1280.0,248.0,1.5281,163500.0,<1H OCEAN
9462,-117.19,37.72,23.0,3050.0,517.0,2314.0,1157.0,4.1518,121900.0,NEAR BAY
9463,-121.83,33.84,17.0,1081.0,637.0,827.0,426.0,4.0625,155700.0,NEAR BAY
9464,-118.34,36.98,52.0,3521.0,738.0,1069.0,283.0,3.1786,100500.0,INLAND
9465,-122.01,34.13,52.0,1766.0,1197.0,3162.0,259.0,1.4038,181600.0,INLAND
9466,-122.42,33.96,16.0,1580.0,129.0,425.0,155.0,3.2788,118800.0,<1H OCEAN
9467,-122.59,34.09,19.0,3067.0,427.0,1548.0,456.0,1.5694,92500.0,<1H OCEAN
9468,-121.72,33.78,15.0,3845.0,693.0,1754.0,424.0,2.5643,143400.0,NEAR BAY
9469,-121.42,33.2,30.0,4195.0,256.0,1136.0,71.0,0.8026,226300.0,INLAND
9470,-122.34,36.96,45.0,1285.0,240.0,1126.0,565.0,2.9875,209500.0,<1H OCEAN
9471,-117.3,33.87,26.0,3298.0,375.0,1046.0,883.0,2.2372,158200.0,INLAND
9472,-117.95,38.31,35.0,3795.0,696.0,3264.0,326.0,3.3831,219900.0,<1H OCEAN
9473,-121.62,37.53,26.0,1917.0,654.0,1040.0,573.0,2.2574,417800.0,NEAR OCEAN
9474,-117.25,37.44,6.0,1874.0,548.0,496.0,521.0,1.2269,157300.0,NEAR OCEAN
9475,-118.26,36.92,36.0,1726.0,462.0,171.0,213.0,2.625,91200.0,NEAR OCEAN
9476,-116.98,34.25,4.0,3815.0,265.0,1543.0,346.0,4.7083,120100.0,INLAND
9477,-122.51,37.65,26.0,2283.0,184.0,151.0,531.0,3.3929,142200.0,INLAND
9478,-121.88,36.94,6.0,1737.0,207.0,2440.0,449.0,2.7928,369800.0,INLAND
9479,-117.85,33.96,28.0,814.0,95.0,690.0,340.0,2.8958,97800.0,<1H OCEAN
9480,-117.91,34.16,19.0,1984.0,616.0,802.0,287.0,4.675,307400.0,NEAR BAY
9481,-118.11,34.2,30.0,2344.0,534.0,650.0,293.0,6.244,332700.0,<1H OCEAN
9482,-118.48,34.11,15.0,703.0,503.0,781.0,612.0,5.3272,500001.0,<1H OCEAN
9483,-120.85,38.97,31.0,18123.0,1544.0,1471.0,411.0,2.5379,271500.0,<1H OCEAN
9484,-117.28,32.81,44.0,2573.0,566.0,753.0,522.0,2.4322,399400.0,NEAR OCEAN
9485,-116.91,33.54,18.0,9255.0,220.0,951.0,239.0,3.625,81300.0,INLAND
9486,-118.4,33.78,16.0,2682.0,116.0,332.0,1200.0,2.2326,113300.0,NEAR OCEAN
9487,-122.37,34.03,16.0,1868.0,478.0,473.0,497.0,1.6172,387200.0,NEAR BAY
9488,-118.46,37.84,15.0,2273.0,207.0,1722.0,944.0,5.083,254200.0,NEAR OCEAN
9489,-120.44,32.8,38.0,1735.0,557.0,2164.0,461.0,6.9418,500001.0,NEAR BAY
9490,-118.08,38.71,29.0,1674.0,691.0,917.0,1092.0,3.4028,217500.0,INLAND
9491,-117.34,33.91,26.0,1996.0,155.0,2341.0,421.0,5.299,90700.0,<1H OCEAN
9492,-124.08,37.78,41.0,4055.0,193.0,1063.0,4372.0,2.3594,330100.0,<1H OCEAN
9493,-118.24,36.99,26.0,2948.0,336.0,1692.0,424.0,5.3886,175000.0,<1H OCEAN
9494,-121.43,33.98,29.0,5509.0,530.0,825.0,327.0,2.1991,500001.0,NEAR OCEAN
9495,-122.06,38.44,44.0,1781.0,1281.0,1141.0,778.0,2.5,109000.0,<1H OCEAN
9496,-119.59,38.62,9.0,1617.0,395.0,1182.0,631.0,6.5162,62200.0,<1H OCEAN
9497,-118.35,37.8,32.0,2566.0,267.0,301.0,34.0,5.4193,500001.0,INLAND
9498,-121.99,33.98,39.0,1831.0,493.0,3712.0,283.0,5.5057,500001.0,<1H OCEAN
9499,-117.2,32.7,42.0,1179.0,244.0,2164.0,667.0,1.4419,500000.0,<1H OCEAN
9500,-122.09,36.91,38.0,2911.0,722.0,7249.0,429.0,2.6417,112000.0,INLAND
9501,-117.03,37.61,36.0,2402.0,947.0,746.0,410.0,1.4828,214800.0,<1H OCEAN
9502,-118.21,34.64,27.0,1576.0,733.0,3221.0,1033.0,5.9357,151800.0,NEAR OCEAN
9503,-118.2,33.01,36.0,2394.0,427.0,1914.0,467.0,3.9,134700.0,NEAR BAY
9504,-119.68,37.94,51.0,1878.0,997.0,1735.0,174.0,3.2708,94100.0,<1H OCEAN
9505,-118.11,37.34,43.0,1797.0,319.0,726.0,522.0,2.0221,77800.0,<1H OCEAN
9506,-122.57,34.43,31.0,2623.0,684.0,896.0,347.0,10.1768,500001.0,INLAND
9507,-117.8,34.27,25.0,2127.0,544.0,3841.0,481.0,1.8173,59400.0,<1H OCEAN
9508,-118.26,38.77,32.0,2240.0,199.0,1281.0,322.0,4.3227,290600.0,NEAR OCEAN
9509,-121.44,37.73,47.0,1009.0,591.0,512.0,358.0,2.9125,250000.0,<1H OCEAN
9510,-119.74,34.18,42.0,3752.0,752.0,705.0,753.0,2.6964,271700.0,<1H OCEAN
9511,-118.02,33.68,27.0,1750.0,515.0,2583.0,1092.0,3.07,315200.0,INLAND
9512,-121.43,35.35,32.0,1285.0,993.0,1840.0,445.0,1.6154,86400.0,<1H OCEAN
9513,-118.45,34.54,45.0,2403.0,567.0,777.0,326.0,1.5625,205100.0,INLAND
9514,-120.48,37.97,47.0,1872.0,80.0,1271.0,364.0,1.7463,156500.0,<1H OCEAN
9515,-121.24,37.61,24.0,3746.0,468.0,362.0,853.0,2.694,500001.0,<1H OCEAN
9516,-122.9,33.72,13.0,2155.0,193.0,1983.0,247.0,4.1875,90400.0,NEAR OCEAN
9517,-116.19,37.83,10.0,296.0,278.0,783.0,406.0,4.1705,284100.0,<1H OCEAN
9518,-119.84,33.93,15.0,1856.0,479.0,1039.0,345.0,7.8392,336100.0,NEAR OCEAN
9519,-121.85,34.16,26.0,1914.0,139.0,2394.0,223.0,2.0547,108900.0,<1H OCEAN
9520,-122.07,39.76,16.0,1405.0,1074.0,2653.0,537.0,2.8125,71300.0,INLAND
9521,-117.12,34.2,20.0,4420.0,890.0,36.0,586.0,2.5437,202200.0,<1H OCEAN
9522,-116.71,38.5,6.0,1184.0,432.0,688.0,1107.0,2.4122,167600.0,INLAND
9523,-122.17,37.48,27.0,4802.0,71.0,1694.0,674.0,3.071,318100.0,INLAND
9524,-117.21,33.89,19.0,1739.0,515.0,1239.0,340.0,5.0962,276000.0,NEAR OCEAN
9525,-122.49,37.32,43.0,2629.0,1647.0,1005.0,249.0,2.3179,139600.0,<1H OCEAN
9526,-116.87,33.19,14.0,4312.0,43.0,1039.0,762.0,3.1711,270600.0,<1H OCEAN
9527,-118.06,33.47,42.0,1465.0,353.0,1018.0,359.0,7.1497,271500.0,<1H OCEAN
9528,-117.75,37.73,42.0,2017.0,521.0,3045.0,721.0,2.1827,365200.0,<1H OCEAN
9529,-118.15,33.8,15.0,1110.0,418.0,1948.0,320.0,3.6949,127700.0,NEAR BAY
9530,-121.91,33.87,23.0,1420.0,361.0,1157.0,278.0,2.5795,237300.0,<1H OCEAN
9531,-118.36,38.01,38.0,2070.0,786.0,1351.0,326.0,3.6736,137200.0,<1H OCEAN
9532,-121.22,37.36,52.0,1282.0,749.0,1250.0,382.0,5.9401,227200.0,INLAND
9533,-117.9,39.74,46.0,4866.0,437.0,771.0,895.0,1.9875,267000.0,<1H OCEAN
9534,-118.15,34.11,11.0,2846.0,412.0,2519.0,256.0,3.3472,121000.0,<1H OCEAN
9535,-122.27,33.89,45.0,4775.0,1242.0,3025.0,365.0,2.0926,147800.0,INLAND
9536,-121.83,34.2,30.0,2323.0,704.0,1474.0,493.0,8.4476,240900.0,<1H OCEAN
9537,-118.44,37.88,48.0,382.0,728.0,916.0,554.0,3.0598,209400.0,NEAR OCEAN
9538,-116.81,37.14,32.0,2864.0,767.0,1921.0,403.0,1.5594,127500.0,<1H OCEAN
9539,-118.33,33.7,28.0,476.0,407.0,1378.0,392.0,3.9286,126700.0,NEAR OCEAN
9540,-118.31,37.96,19.0,1481.0,,1179.0,1521.0,2.0769,134500.0,NEAR BAY
9541,-118.42,38.03,26.0,127.0,310.0,3009.0,72.0,2.5172,174200.0,<1H OCEAN
9542,-119.78,37.41,52.0,3574.0,570.0,464.0,257.0,5.0,87500.0,INLAND
9543,-117.99,37.88,52.0,2923.0,295.0,662.0,443.0,3.2396,365000.0,INLAND
9544,-118.19,38.56,16.0,3851.0,819.0,812.0,612.0,1.7813,231900.0,INLAND
9545,-117.17,33.99,28.0,2547.0,767.0,495.0,831.0,4.7566,500001.0,<1H OCEAN
9546,-121.3,33.66,37.0,1869.0,484.0,2340.0,377.0,6.1359,104600.0,INLAND
9547,-117.39,37.8,46.0,2310.0,586.0,928.0,698.0,1.8095,130600.0,<1H OCEAN
9548,-118.3,37.79,35.0,946.0,715.0,664.0,283.0,4.3646,95600.0,<1H OCEAN
9549,-117.23,37.71,31.0,1730.0,573.0,1404.0,158.0,3.9539,226400.0,<1H OCEAN
9550,-118.41,33.84,17.0,2049.0,1073.0,2003.0,887.0,5.1017,100000.0,NEAR OCEAN
9551,-120.47,33.71,36.0,1795.0,4.0,266.0,590.0,3.8201,229600.0,NEAR OCEAN
9552,-119.2,33.86,32.0,2309.0,433.0,1820.0,459.0,2.5727,162100.0,INLAND
9553,-118.48,33.98,45.0,2721.0,2220.0,3419.0,209.0,2.875,341200.0,INLAND
9554,-117.25,34.04,36.0,2515.0,256.0,1915.0,845.0,5.0923,118200.0,<1H OCEAN
9555,-118.25,35.64,42.0,4413.0,209.0,392.0,327.0,4.3281,114600.0,<1H OCEAN
9556,-118.3,34.28,18.0,1625.0,1411.0,3562.0,518.0,9.6062,350000.0,INLAND
9557,-121.67,33.75,47.0,2068.0,689.0,1830.0,632.0,2.4107,500001.0,INLAND
9558,-122.01,37.34,14.0,2721.0,4386.0,643.0,3.0,2.0074,111800.0,<1H OCEAN
9559,-122.35,38.1,7.0,1257.0,489.0,1053.0,435.0,3.0833,173300.0,NEAR BAY
9560,-118.41,38.94,29.0,2248.0,862.0,919.0,657.0,3.1406,172000.0,<1H OCEAN
9561,-118.1,36.73,33.0,2534.0,480.0,1663.0,207.0,1.8362,99100.0,NEAR OCEAN
9562,-119.18,37.25,27.0,1912.0,272.0,1171.0,392.0,4.5313,63500.0,INLAND
9563,-120.99,34.2,41.0,1817.0,346.0,1024.0,219.0,1.4375,116700.0,INLAND
9564,-122.41,38.9,34.0,1664.0,265.0,1378.0,239.0,2.1375,134200.0,NEAR BAY
9565,-121.52,37.29,16.0,107.0,369.0,540.0,357.0,3.0293,165300.0,INLAND
9566,-118.21,33.98,37.0,2758.0,81.0,780.0,518.0,2.7679,63800.0,<1H OCEAN
9567,-118.19,39.33,17.0,4724.0,792.0,1215.0,439.0,4.7872,195600.0,NEAR OCEAN
9568,-118.45,37.3,15.0,529.0,1822.0,2085.0,838.0,4.4853,262200.0,NEAR BAY
9569,-119.36,37.68,24.0,5138.0,176.0,2537.0,870.0,7.3195,60400.0,INLAND
9570,-122.45,34.1,33.0,3191.0,741.0,1940.0,253.0,5.4721,98400.0,INLAND
9571,-123.17,39.56,32.0,757.0,634.0,982.0,449.0,4.5938,275000.0,<1H OCEAN
9572,-118.67,38.28,18.0,120.0,602.0,1349.0,500.0,2.2903,294200.0,<1H OCEAN
9573,-117.05,34.1,30.0,2702.0,132.0,1363.0,227.0,6.837,180400.0,INLAND
9574,-117.14,34.03,19.0,678.0,473.0,3533.0,329.0,2.5417,117100.0,INLAND
9575,-117.13,37.84,6.0,1454.0,139.0,1610.0,465.0,7.9184,175000.0,INLAND
9576,-120.79,36.81,52.0,1505.0,307.0,662.0,612.0,2.2019,137600.0,NEAR BAY
9577,-122.12,35.34,35.0,2576.0,370.0,644.0,431.0,6.1572,167900.0,<1H OCEAN
9578,-117.31,38.46,27.0,2355.0,292.0,770.0,396.0,2.3241,425100.0,INLAND
9579,-116.2,37.76,28.0,10281.0,582.0,2118.0,326.0,3.3469,500001.0,INLAND
9580,-120.52,34.06,22.0,1982.0,211.0,531.0,498.0,1.8771,171900.0,<1H OCEAN
9581,-119.73,37.77,33.0,2988.0,1031.0,1624.0,471.0,2.07,98100.0,INLAND
9582,-117.25,37.98,25.0,1672.0,233.0,368.0,392.0,6.9909,59300.0,<1H OCEAN
9583,-121.99,33.81,27.0,12467.0,624.0,869.0,473.0,4.8646,170700.0,NEAR OCEAN
9584,-118.16,34.07,11.0,1269.0,557.0,716.0,403.0,2.1472,81300.0,<1H OCEAN
9585,-117.76,34.04,37.0,1376.0,303.0,1318.0,185.0,3.225,124000.0,<1H OCEAN
9586,-122.43,34.24,33.0,1599.0,353.0,1505.0,264.0,4.0469,162500.0,<1H OCEAN
9587,-118.26,35.61,43.0,6106.0,726.0,1320.0,560.0,5.3999,183300.0,INLAND
9588,-117.05,32.82,43.0,1312.0,485.0,672.0,298.0,2.1449,430900.0,INLAND
9589,-122.0,33.86,30.0,2632.0,645.0,1572.0,586.0,3.7188,89400.0,<1H OCEAN
9590,-118.53,33.97,17.0,2739.0,268.0,915.0,539.0,4.5987,260700.0,<1H OCEAN
9591,-119.21,39.15,33.0,2045.0,409.0,1994.0,685.0,4.2344,165600.0,NEAR OCEAN
9592,-117.07,38.29,23.0,3087.0,1589.0,3419.0,52.0,1.8798,76700.0,<1H OCEAN
9593,-122.02,39.42,32.0,8400.0,1010.0,1923.0,192.0,3.0296,178500.0,NEAR BAY
9594,-118.32,37.8,25.0,5675.0,487.0,3857.0,727.0,2.895,144000.0,<1H OCEAN
9595,-118.16,37.32,30.0,5949.0,837.0,2673.0,509.0,2.6654,47500.0,<1H OCEAN
9596,-119.7,33.54,39.0,2092.0,380.0,1518.0,412.0,3.7031,145800.0,NEAR BAY
9597,-122.23,33.9,38.0,2280.0,267.0,1267.0,710.0,5.4584,335500.0,NEAR OCEAN
9598,-120.09,38.01,26.0,2072.0,176.0,1389.0,945.0,4.0156,192600.0,NEAR OCEAN
9599,-122.17,34.0,18.0,1090.0,282.0,1284.0,360.0,2.8,340600.0,<1H OCEAN
9600,-115.57,38.34,36.0,863.0,1474.0,2259.0,576.0,4.35,175000.0,<1H OCEAN
9601,-118.19,36.8,16.0,645.0,401.0,2021.0,43.0,3.6806,174300.0,INLAND
9602,-118.94,33.98,21.0,2372.0,234.0,1008.0,611.0,5.4508,119100.0,INLAND
9603,-122.05,36.72,30.0,1691.0,684.0,367.0,578.0,4.6315,135500.0,NEAR OCEAN
9604,-118.06,34.04,19.0,1090.0,555.0,1132.0,988.0,6.7962,93100.0,<1H OCEAN
9605,-118.85,37.92,36.0,1249.0,523.0,2272.0,201.0,2.7621,271300.0,INLAND
9606,-119.4,34.06,43.0,1503.0,1572.0,1421.0,1177.0,2.1731,420800.0,INLAND
9607,-118.09,37.26,45.0,1016.0,1401.0,1487.0,1074.0,3.5625,168900.0,<1H OCEAN
9608,-122.04,37.72,43.0,1891.0,1191.0,171.0,476.0,3.0703,58900.0,NEAR OCEAN
9609,-118.28,37.76,25.0,1467.0,1357.0,2697.0,281.0,3.8654,67500.0,<1H OCEAN
9610,-122.0,37.77,36.0,1146.0,373.0,1526.0,1470.0,2.4961,90000.0,<1H OCEAN
9611,-121.84,34.64,35.0,6915.0,271.0,2140.0,527.0,4.3008,51600.0,NEAR BAY
9612,-121.89,37.77,25.0,4173.0,429.0,857.0,338.0,5.8518,162500.0,<1H OCEAN
9613,-117.27,33.63,27.0,3738.0,596.0,1194.0,773.0,2.5267,299700.0,INLAND
9614,-122.36,39.1,10.0,2888.0,96.0,755.0,354.0,4.3851,95000.0,NEAR BAY
9615,-116.0,34.28,4.0,1365.0,607.0,1301.0,207.0,3.625,104200.0,<1H OCEAN
9616,-118.05,37.34,44.0,2947.0,3915.0,1836.0,165.0,4.1696,500001.0,NEAR OCEAN
9617,-122.27,39.1,27.0,4674.0,221.0,195.0,434.0,5.296,143800.0,INLAND
9618,-121.82,34.11,22.0,1869.0,1320.0,630.0,625.0,4.4762,151900.0,<1H OCEAN
9619,-122.4,33.86,43.0,2956.0,366.0,8012.0,275.0,10.0595,273400.0,INLAND
9620,-118.31,33.91,16.0,1447.0,375.0,978.0,262.0,3.6827,55100.0,<1H OCEAN
9621,-122.03,37.92,6.0,785.0,431.0,1383.0,571.0,2.4167,71900.0,INLAND
9622,-118.2,37.83,48.0,6612.0,352.0,888.0,351.0,4.6,107700.0,NEAR OCEAN
9623,-122.44,34.15,52.0,1287.0,137.0,1085.0,244.0,1.7694,270100.0,<1H OCEAN
9624,-118.45,34.09,29.0,3004.0,,1378.0,259.0,1.3889,108200.0,NEAR OCEAN
9625,-118.97,39.08,16.0,2049.0,287.0,249.0,392.0,3.1118,424000.0,INLAND
9626,-118.08,33.95,28.0,2243.0,1207.0,891.0,405.0,3.5521,280800.0,<1H OCEAN
9627,-121.97,34.2,30.0,1087.0,435.0,847.0,369.0,6.6605,232500.0,INLAND
9628,-122.2,33.84,2.0,1802.0,721.0,1135.0,361.0,3.2708,158800.0,INLAND
9629,-117.23,34.13,13.0,2227.0,491.0,1710.0,560.0,2.1915,194400.0,INLAND
9630,-118.48,34.08,32.0,412.0,280.0,934.0,941.0,7.3715,150000.0,<1H OCEAN
9631,-117.92,33.22,35.0,3631.0,771.0,1009.0,255.0,3.9808,125000.0,INLAND
